payroll_id,employee_id,pay_period,pay_date,basic_salary_sar,housing_allowance_sar,transport_allowance_sar,other_allowances_sar,overtime_hours,overtime_pay_sar,gross_pay_sar,gosi_employee_sar,gosi_employer_sar,absence_deduction_sar,loan_deduction_sar,other_deductions_sar,total_deductions_sar,net_pay_sar,payment_method,currency
PAY-006956,EMP-0110,2026-05,27-05-2026,6100,1525,610,0,0,0,8235,743.44,895.94,0,0,0,743.44,7491.56,Bank Transfer,SAR
PAY-006957,EMP-0111,2026-05,27-05-2026,11050,2763,1105,300,18,1243.13,16461.13,1346.77,1623.03,0,0,0,1346.77,15114.36,Bank Transfer,SAR
PAY-006958,EMP-0112,2026-05,27-05-2026,17550,4388,1200,0,3,329.06,23467.06,0,438.76,0,0,0,0,23467.06,Bank Transfer,SAR
PAY-006959,EMP-0113,2026-05,27-05-2026,12550,3138,1200,0,17.5,1372.66,18260.66,1529.58,1843.34,0,0,0,1529.58,16731.08,Bank Transfer,SAR
PAY-006960,EMP-0115,2026-05,27-05-2026,5200,1300,520,0,0,0,7020,0,130,0,0,320,320,6700,Bank Transfer,SAR
PAY-006961,EMP-0116,2026-05,27-05-2026,4550,1138,455,0,0,0,6143,0,113.76,0,0,0,0,6143,Bank Transfer,SAR
PAY-006962,EMP-0117,2026-05,27-05-2026,22450,5613,1200,1750,0,0,31013,2736.14,3297.4,1950.87,0,0,4687.01,26325.99,Bank Transfer,SAR
PAY-006963,EMP-0118,2026-05,27-05-2026,18200,4550,1200,0,0,0,23950,2218.13,2673.13,0,0,0,2218.13,21731.87,Bank Transfer,SAR
PAY-006964,EMP-0119,2026-05,27-05-2026,5300,1325,530,0,0,0,7155,0,132.5,238.5,0,110,348.5,6806.5,Bank Transfer,SAR
PAY-006965,EMP-0120,2026-05,27-05-2026,12250,3063,1200,0,6.5,497.66,17010.66,1493.02,1799.28,0,0,0,1493.02,15517.64,Bank Transfer,SAR
PAY-006966,EMP-0121,2026-05,27-05-2026,4700,1175,470,0,24,705,7050,0,117.5,0,0,0,0,7050,Bank Transfer,SAR
PAY-006967,EMP-0122,2026-05,27-05-2026,5250,1313,525,0,24,787.5,7875.5,0,131.26,0,0,0,0,7875.5,Bank Transfer,SAR
PAY-006968,EMP-0123,2026-05,27-05-2026,5450,1363,545,0,0,0,7358,664.27,800.53,0,0,0,664.27,6693.73,Bank Transfer,SAR
PAY-006969,EMP-0124,2026-05,27-05-2026,28200,7050,1200,1500,0,0,37950,3436.88,4141.88,1215,0,0,4651.88,33298.12,Bank Transfer,SAR
PAY-006970,EMP-0125,2026-05,27-05-2026,16650,4163,1200,0,7,728.44,22741.44,2029.27,2445.53,0,0,0,2029.27,20712.17,WPS Transfer,SAR
PAY-006971,EMP-0126,2026-05,27-05-2026,6100,1525,610,0,2.5,95.31,8330.31,0,152.5,0,0,0,0,8330.31,Bank Transfer,SAR
PAY-006972,EMP-0127,2026-05,27-05-2026,9350,2338,935,0,0,0,12623,0,233.76,0,0,0,0,12623,Cheque,SAR
PAY-006973,EMP-0128,2026-05,27-05-2026,21750,5438,1200,2150,0,0,30538,2650.83,3194.59,1892.53,0,0,4543.36,25994.64,Bank Transfer,SAR
PAY-006974,EMP-0129,2026-05,27-05-2026,4850,1213,485,0,0,0,6548,591.14,712.4,0,0,0,591.14,5956.86,WPS Transfer,SAR
PAY-006975,EMP-0130,2026-05,27-05-2026,6350,1588,635,0,18.5,734.22,9307.22,0,158.76,0,0,0,0,9307.22,Bank Transfer,SAR
PAY-006976,EMP-0131,2026-05,27-05-2026,20750,5188,1200,0,0,0,27138,0,518.76,1809.2,0,0,1809.2,25328.8,Bank Transfer,SAR
PAY-006977,EMP-0132,2026-05,27-05-2026,5400,1350,540,0,0,0,7290,658.13,793.13,0,0,0,658.13,6631.87,Bank Transfer,SAR
PAY-006978,EMP-0133,2026-05,27-05-2026,11850,2963,1185,0,22.5,1666.41,17664.41,0,296.26,0,0,0,0,17664.41,Bank Transfer,SAR
PAY-006979,EMP-0134,2026-05,27-05-2026,4750,1188,475,0,12,356.25,6769.25,0,118.76,0,0,0,0,6769.25,Bank Transfer,SAR
PAY-006980,EMP-0135,2026-05,27-05-2026,5700,1425,570,1700,4.5,160.31,9555.31,0,142.5,0,0,0,0,9555.31,Bank Transfer,SAR
PAY-006981,EMP-0136,2026-05,27-05-2026,4850,1213,485,0,0,0,6548,0,121.26,0,1300,0,1300,5248,Bank Transfer,SAR
PAY-006982,EMP-0137,2026-05,27-05-2026,20100,5025,1200,0,0,0,26325,0,502.5,0,1100,0,1100,25225,Bank Transfer,SAR
PAY-006983,EMP-0138,2026-05,27-05-2026,17050,4263,1200,2300,0,0,24813,0,426.26,0,0,0,0,24813,Bank Transfer,SAR
PAY-006984,EMP-0140,2026-05,27-05-2026,10050,2513,1005,0,25.5,1601.72,15169.72,0,251.26,0,0,0,0,15169.72,Bank Transfer,SAR
PAY-006985,EMP-0141,2026-05,27-05-2026,6000,1500,600,0,0,0,8100,731.25,881.25,0,0,0,731.25,7368.75,Bank Transfer,SAR
PAY-006986,EMP-0142,2026-05,27-05-2026,4900,1225,490,0,21.5,658.44,7273.44,597.19,719.69,441,0,0,1038.19,6235.25,Bank Transfer,SAR
PAY-006987,EMP-0143,2026-05,27-05-2026,5350,1338,535,0,16,535,7758,0,133.76,0,0,0,0,7758,Bank Transfer,SAR
PAY-006988,EMP-0144,2026-05,27-05-2026,11200,2800,1120,0,0,0,15120,0,280,0,0,0,0,15120,Bank Transfer,SAR
PAY-006989,EMP-0145,2026-05,27-05-2026,5000,1250,500,1650,0,0,8400,0,125,0,0,0,0,8400,Bank Transfer,SAR
PAY-006990,EMP-0146,2026-05,27-05-2026,17050,4263,1200,0,4,426.25,22939.25,2078.02,2504.28,1500.87,0,0,3578.89,19360.36,Bank Transfer,SAR
PAY-006991,EMP-0147,2026-05,27-05-2026,4850,1213,485,0,14,424.38,6972.38,591.14,712.4,0,0,0,591.14,6381.24,Bank Transfer,SAR
PAY-006992,EMP-0149,2026-05,27-05-2026,20200,5050,1200,450,0,0,26900,2461.88,2966.88,0,0,0,2461.88,24438.12,Bank Transfer,SAR
PAY-006993,EMP-0150,2026-05,27-05-2026,17050,4263,1200,0,2.5,266.41,22779.41,2078.02,2504.28,0,0,0,2078.02,20701.39,Bank Transfer,SAR
PAY-006994,EMP-0151,2026-05,27-05-2026,16150,4038,1200,1650,6,605.63,23643.63,1968.33,2372.09,0,0,0,1968.33,21675.3,Bank Transfer,SAR
PAY-006995,EMP-0152,2026-05,27-05-2026,21350,5338,1200,0,22.5,3002.34,30890.34,0,533.76,0,0,0,0,30890.34,Bank Transfer,SAR
PAY-006996,EMP-0153,2026-05,27-05-2026,12500,3125,1200,1050,0,0,17875,1523.44,1835.94,0,0,0,1523.44,16351.56,Bank Transfer,SAR
PAY-006997,EMP-0154,2026-05,27-05-2026,6300,1575,630,0,0,0,8505,767.81,925.31,0,0,0,767.81,7737.19,Bank Transfer,SAR
PAY-006998,EMP-0155,2026-05,27-05-2026,28050,7013,1200,0,0,0,36263,0,701.26,0,0,0,0,36263,Bank Transfer,SAR
PAY-006999,EMP-0156,2026-05,27-05-2026,20850,5213,1200,0,0,0,27263,0,521.26,908.77,0,0,908.77,26354.23,Bank Transfer,SAR
PAY-007000,EMP-0157,2026-05,27-05-2026,11300,2825,1130,0,14.5,1024.06,16279.06,0,282.5,0,0,0,0,16279.06,Bank Transfer,SAR
PAY-007001,EMP-0158,2026-05,27-05-2026,4550,1138,455,0,5.5,156.41,6299.41,0,113.76,0,0,0,0,6299.41,Bank Transfer,SAR
PAY-007002,EMP-0159,2026-05,27-05-2026,4650,1163,465,0,0,0,6278,566.77,683.03,0,0,0,566.77,5711.23,Bank Transfer,SAR
PAY-007003,EMP-0160,2026-05,27-05-2026,6000,1500,600,0,0,0,8100,731.25,881.25,0,2150,0,2881.25,5218.75,Bank Transfer,SAR
PAY-007004,EMP-0161,2026-05,27-05-2026,25100,6275,1200,0,0,0,32575,3059.06,3686.56,0,0,0,3059.06,29515.94,Bank Transfer,SAR
PAY-007005,EMP-0162,2026-05,27-05-2026,10350,2588,1035,0,0,0,13973,0,258.76,0,0,240,240,13733,Bank Transfer,SAR
PAY-007006,EMP-0163,2026-05,27-05-2026,3850,963,385,950,10,240.63,6388.63,469.27,565.53,0,0,0,469.27,5919.36,Bank Transfer,SAR
PAY-007007,EMP-0164,2026-05,27-05-2026,6250,1563,625,0,0,0,8438,761.77,918.03,0,2450,0,3211.77,5226.23,Bank Transfer,SAR
PAY-007008,EMP-0165,2026-05,27-05-2026,4500,1125,450,0,0,0,6075,0,112.5,0,500,0,500,5575,Bank Transfer,SAR
PAY-007009,EMP-0166,2026-05,27-05-2026,7450,1863,745,0,4.5,209.53,10267.53,908.02,1094.28,670.53,0,0,1578.55,8688.98,Bank Transfer,SAR
PAY-007010,EMP-0167,2026-05,27-05-2026,3450,863,345,1300,0,0,5958,420.52,506.78,0,1100,0,1520.52,4437.48,Bank Transfer,SAR
PAY-007011,EMP-0168,2026-05,27-05-2026,11900,2975,1190,0,0,0,16065,0,297.5,1071,0,350,1421,14644,Bank Transfer,SAR
PAY-007012,EMP-0169,2026-05,27-05-2026,3250,813,325,0,12,243.75,4631.75,0,81.26,0,0,0,0,4631.75,Bank Transfer,SAR
PAY-007013,EMP-0170,2026-05,27-05-2026,7550,1888,755,0,20,943.75,11136.75,920.21,1108.96,0,0,0,920.21,10216.54,Bank Transfer,SAR
PAY-007014,EMP-0171,2026-05,27-05-2026,8550,2138,855,0,3.5,187.03,11730.03,0,213.76,0,0,0,0,11730.03,Bank Transfer,SAR
PAY-007015,EMP-0172,2026-05,27-05-2026,7650,1913,765,0,0,0,10328,932.39,1123.65,0,0,0,932.39,9395.61,Bank Transfer,SAR
PAY-007016,EMP-0173,2026-05,27-05-2026,8850,2213,885,400,18.5,1023.28,13371.28,0,221.26,0,0,0,0,13371.28,Bank Transfer,SAR
PAY-007017,EMP-0174,2026-05,27-05-2026,6300,1575,630,0,0,0,8505,767.81,925.31,567,0,0,1334.81,7170.19,Bank Transfer,SAR
PAY-007018,EMP-0175,2026-05,27-05-2026,4500,1125,450,0,0,0,6075,548.44,660.94,0,0,0,548.44,5526.56,Bank Transfer,SAR
PAY-007019,EMP-0176,2026-05,27-05-2026,6100,1525,610,0,18,686.25,8921.25,743.44,895.94,0,0,0,743.44,8177.81,Bank Transfer,SAR
PAY-007020,EMP-0177,2026-05,27-05-2026,4400,1100,440,0,23.5,646.25,6586.25,0,110,0,0,0,0,6586.25,Bank Transfer,SAR
PAY-007021,EMP-0178,2026-05,27-05-2026,4600,1150,460,0,0,0,6210,560.63,675.63,0,0,0,560.63,5649.37,Bank Transfer,SAR
PAY-007022,EMP-0180,2026-05,27-05-2026,4600,1150,460,0,2.5,71.88,6281.88,0,115,0,0,0,0,6281.88,Bank Transfer,SAR
PAY-007023,EMP-0181,2026-05,27-05-2026,6450,1613,645,0,0,0,8708,786.14,947.4,0,950,80,1816.14,6891.86,Bank Transfer,SAR
PAY-007024,EMP-0182,2026-05,27-05-2026,7450,1863,745,0,4,186.25,10244.25,0,186.26,0,0,0,0,10244.25,Bank Transfer,SAR
PAY-007025,EMP-0183,2026-05,27-05-2026,4700,1175,470,0,0,0,6345,572.81,690.31,0,0,0,572.81,5772.19,Bank Transfer,SAR
PAY-007026,EMP-0184,2026-05,27-05-2026,8900,2225,890,0,0,0,12015,0,222.5,0,0,0,0,12015,Bank Transfer,SAR
PAY-007027,EMP-0185,2026-05,27-05-2026,7000,1750,700,0,12.5,546.88,9996.88,853.13,1028.13,0,0,300,1153.13,8843.75,Bank Transfer,SAR
PAY-007028,EMP-0186,2026-05,27-05-2026,3250,813,325,0,0,0,4388,396.14,477.4,292.53,0,0,688.67,3699.33,Bank Transfer,SAR
PAY-007029,EMP-0187,2026-05,27-05-2026,7150,1788,715,1900,7,312.81,11865.81,0,178.76,0,0,0,0,11865.81,Bank Transfer,SAR
PAY-007030,EMP-0188,2026-05,27-05-2026,8550,2138,855,0,0,0,11543,1042.08,1255.84,0,0,0,1042.08,10500.92,Bank Transfer,SAR
PAY-007031,EMP-0189,2026-05,27-05-2026,3450,863,345,0,0,0,4658,0,86.26,0,0,0,0,4658,Bank Transfer,SAR
PAY-007032,EMP-0190,2026-05,27-05-2026,4750,1188,475,0,0,0,6413,0,118.76,213.77,0,0,213.77,6199.23,Bank Transfer,SAR
PAY-007033,EMP-0191,2026-05,27-05-2026,3800,950,380,0,23.5,558.13,5688.13,0,95,513,0,0,513,5175.13,Bank Transfer,SAR
PAY-007034,EMP-0192,2026-05,27-05-2026,3750,938,375,0,0,0,5063,0,93.76,0,0,0,0,5063,Bank Transfer,SAR
PAY-007035,EMP-0193,2026-05,27-05-2026,3650,913,365,0,7,159.69,5087.69,0,91.26,0,0,0,0,5087.69,Bank Transfer,SAR
PAY-007036,EMP-0194,2026-05,27-05-2026,4750,1188,475,0,0,0,6413,0,118.76,0,0,0,0,6413,WPS Transfer,SAR
PAY-007037,EMP-0195,2026-05,27-05-2026,6150,1538,615,0,25,960.94,9263.94,0,153.76,0,0,220,220,9043.94,Bank Transfer,SAR
PAY-007038,EMP-0196,2026-05,27-05-2026,8550,2138,855,0,0,0,11543,0,213.76,0,0,0,0,11543,Bank Transfer,SAR
PAY-007039,EMP-0197,2026-05,27-05-2026,12000,3000,1200,0,23.5,1762.5,17962.5,0,300,0,0,0,0,17962.5,Bank Transfer,SAR
PAY-007040,EMP-0198,2026-05,27-05-2026,3400,850,340,0,0,0,4590,0,85,0,800,0,800,3790,Bank Transfer,SAR
PAY-007041,EMP-0199,2026-05,27-05-2026,7700,1925,770,1900,5.5,264.69,12559.69,0,192.5,0,0,0,0,12559.69,Bank Transfer,SAR
PAY-007042,EMP-0200,2026-05,27-05-2026,11500,2875,1150,0,0,0,15525,0,287.5,0,0,0,0,15525,WPS Transfer,SAR
PAY-007043,EMP-0201,2026-05,27-05-2026,3700,925,370,0,0,0,4995,0,92.5,333,0,0,333,4662,Bank Transfer,SAR
PAY-007044,EMP-0202,2026-05,27-05-2026,8800,2200,880,0,0,0,11880,1072.5,1292.5,0,0,0,1072.5,10807.5,Bank Transfer,SAR
PAY-007045,EMP-0203,2026-05,27-05-2026,4150,1038,415,0,10.5,272.34,5875.34,505.83,609.59,186.77,0,0,692.6,5182.74,Bank Transfer,SAR
PAY-007046,EMP-0205,2026-05,27-05-2026,4450,1113,445,0,0,0,6008,542.39,653.65,0,0,200,742.39,5265.61,Bank Transfer,SAR
PAY-007047,EMP-0206,2026-05,27-05-2026,4350,1088,435,0,25,679.69,6552.69,0,108.76,0,2300,410,2710,3842.69,Bank Transfer,SAR
PAY-007048,EMP-0207,2026-05,27-05-2026,4450,1113,445,0,21,584.06,6592.06,0,111.26,200.27,0,470,670.27,5921.79,Bank Transfer,SAR
PAY-007049,EMP-0208,2026-05,27-05-2026,4300,1075,430,1100,9.5,255.31,7160.31,0,107.5,0,0,0,0,7160.31,Bank Transfer,SAR
PAY-007050,EMP-0209,2026-05,27-05-2026,3500,875,350,0,5.5,120.31,4845.31,0,87.5,0,0,0,0,4845.31,WPS Transfer,SAR
PAY-007051,EMP-0210,2026-05,27-05-2026,6850,1713,685,0,13,556.56,9804.56,834.89,1006.15,0,0,0,834.89,8969.67,Bank Transfer,SAR
PAY-007052,EMP-0211,2026-05,27-05-2026,4450,1113,445,1300,0,0,7308,0,111.26,0,0,0,0,7308,Bank Transfer,SAR
PAY-007053,EMP-0212,2026-05,27-05-2026,8700,2175,870,0,8,435,12180,1060.31,1277.81,0,0,0,1060.31,11119.69,Bank Transfer,SAR
PAY-007054,EMP-0213,2026-05,27-05-2026,3650,913,365,0,0,0,4928,444.89,536.15,0,0,140,584.89,4343.11,Bank Transfer,SAR
PAY-007055,EMP-0214,2026-05,27-05-2026,3250,813,325,0,0,0,4388,396.14,477.4,585.07,950,0,1931.21,2456.79,Bank Transfer,SAR
PAY-007056,EMP-0215,2026-05,27-05-2026,3300,825,330,250,0,0,4705,0,82.5,148.5,0,0,148.5,4556.5,Bank Transfer,SAR
PAY-007057,EMP-0216,2026-05,27-05-2026,7650,1913,765,300,0,0,10628,932.39,1123.65,0,0,120,1052.39,9575.61,Bank Transfer,SAR
PAY-007058,EMP-0217,2026-05,27-05-2026,3450,863,345,0,20,431.25,5089.25,0,86.26,0,0,0,0,5089.25,Bank Transfer,SAR
PAY-007059,EMP-0218,2026-05,27-05-2026,4200,1050,420,0,0,0,5670,0,105,0,0,0,0,5670,Bank Transfer,SAR
PAY-007060,EMP-0219,2026-05,27-05-2026,3500,875,350,0,0,0,4725,426.56,514.06,0,0,0,426.56,4298.44,Bank Transfer,SAR
PAY-007061,EMP-0220,2026-05,27-05-2026,3950,988,395,0,2.5,61.72,5394.72,481.46,580.21,0,0,0,481.46,4913.26,Bank Transfer,SAR
PAY-007062,EMP-0221,2026-05,27-05-2026,25950,6488,1200,0,0,0,33638,3162.71,3811.46,0,0,0,3162.71,30475.29,Bank Transfer,SAR
PAY-007063,EMP-0222,2026-05,27-05-2026,3700,925,370,0,0,0,4995,0,92.5,0,0,0,0,4995,Bank Transfer,SAR
PAY-007064,EMP-0223,2026-05,27-05-2026,7500,1875,750,0,12,562.5,10687.5,0,187.5,0,0,0,0,10687.5,Bank Transfer,SAR
PAY-007065,EMP-0224,2026-05,27-05-2026,7900,1975,790,0,9.5,469.06,11134.06,962.81,1160.31,0,0,0,962.81,10171.25,Bank Transfer,SAR
PAY-007066,EMP-0225,2026-05,27-05-2026,11800,2950,1180,0,2.5,184.38,16114.38,1438.13,1733.13,0,0,0,1438.13,14676.25,Bank Transfer,SAR
PAY-007067,EMP-0226,2026-05,27-05-2026,3350,838,335,500,7,146.56,5169.56,0,83.76,0,1900,0,1900,3269.56,WPS Transfer,SAR
PAY-007068,EMP-0228,2026-05,27-05-2026,4400,1100,440,0,0,0,5940,0,110,0,0,0,0,5940,Bank Transfer,SAR
PAY-007069,EMP-0229,2026-05,27-05-2026,3550,888,355,0,0,0,4793,0,88.76,0,0,0,0,4793,Bank Transfer,SAR
PAY-007070,EMP-0230,2026-05,27-05-2026,4650,1163,465,900,0,0,7178,566.77,683.03,418.53,0,0,985.3,6192.7,Bank Transfer,SAR
PAY-007071,EMP-0231,2026-05,27-05-2026,4450,1113,445,0,0,0,6008,0,111.26,400.53,1550,0,1950.53,4057.47,WPS Transfer,SAR
PAY-007072,EMP-0232,2026-05,27-05-2026,4300,1075,430,0,11,295.63,6100.63,0,107.5,0,1050,0,1050,5050.63,Bank Transfer,SAR
PAY-007073,EMP-0233,2026-05,27-05-2026,4300,1075,430,0,0,0,5805,0,107.5,0,0,0,0,5805,Bank Transfer,SAR
PAY-007074,EMP-0234,2026-05,27-05-2026,10700,2675,1070,0,18,1203.75,15648.75,0,267.5,0,0,0,0,15648.75,Bank Transfer,SAR
PAY-007075,EMP-0236,2026-05,27-05-2026,3250,813,325,0,0,0,4388,0,81.26,0,0,0,0,4388,Bank Transfer,SAR
PAY-007076,EMP-0237,2026-05,27-05-2026,4050,1013,405,0,6,151.88,5619.88,493.64,594.9,0,0,0,493.64,5126.24,Bank Transfer,SAR
PAY-007077,EMP-0238,2026-05,27-05-2026,8750,2188,875,0,0,0,11813,0,218.76,0,0,0,0,11813,Bank Transfer,SAR
PAY-007078,EMP-0239,2026-05,27-05-2026,8650,2163,865,0,0,0,11678,0,216.26,0,0,0,0,11678,WPS Transfer,SAR
PAY-007079,EMP-0240,2026-05,27-05-2026,3550,888,355,0,0,0,4793,0,88.76,0,550,0,550,4243,Bank Transfer,SAR
PAY-007080,EMP-0241,2026-05,27-05-2026,11250,2813,1125,0,2.5,175.78,15363.78,1371.14,1652.4,0,0,0,1371.14,13992.64,Bank Transfer,SAR
PAY-007081,EMP-0242,2026-05,27-05-2026,3500,875,350,0,25,546.88,5271.88,426.56,514.06,0,0,0,426.56,4845.32,Bank Transfer,SAR
PAY-007082,EMP-0243,2026-05,27-05-2026,3350,838,335,0,0,0,4523,0,83.76,0,0,0,0,4523,Bank Transfer,SAR
PAY-007083,EMP-0244,2026-05,27-05-2026,8550,2138,855,0,0,0,11543,1042.08,1255.84,0,0,0,1042.08,10500.92,Bank Transfer,SAR
PAY-007084,EMP-0245,2026-05,27-05-2026,4100,1025,410,0,0,0,5535,499.69,602.19,0,0,0,499.69,5035.31,Bank Transfer,SAR
PAY-007085,EMP-0246,2026-05,27-05-2026,4600,1150,460,0,0,0,6210,560.63,675.63,0,0,0,560.63,5649.37,Bank Transfer,SAR
PAY-007086,EMP-0247,2026-05,27-05-2026,3850,963,385,800,9.5,228.59,6226.59,0,96.26,0,0,0,0,6226.59,Bank Transfer,SAR
PAY-007087,EMP-0248,2026-05,27-05-2026,8500,2125,850,0,6,318.75,11793.75,1035.94,1248.44,0,0,0,1035.94,10757.81,Bank Transfer,SAR
PAY-007088,EMP-0249,2026-05,27-05-2026,8600,2150,860,0,0,0,11610,0,215,0,0,0,0,11610,Bank Transfer,SAR
PAY-007089,EMP-0250,2026-05,27-05-2026,3950,988,395,750,6,148.13,6231.13,0,98.76,355.53,0,0,355.53,5875.6,Bank Transfer,SAR
PAY-007090,EMP-0251,2026-05,27-05-2026,4500,1125,450,0,25,703.13,6778.13,548.44,660.94,202.5,0,0,750.94,6027.19,Bank Transfer,SAR
PAY-007091,EMP-0252,2026-05,27-05-2026,7200,1800,720,0,0,0,9720,877.5,1057.5,0,0,0,877.5,8842.5,Bank Transfer,SAR
PAY-007092,EMP-0253,2026-05,27-05-2026,4350,1088,435,0,0,0,5873,530.21,638.96,587.3,0,0,1117.51,4755.49,Bank Transfer,SAR
PAY-007093,EMP-0254,2026-05,27-05-2026,3200,800,320,0,18.5,370,4690,390,470,0,0,0,390,4300,Bank Transfer,SAR
PAY-007094,EMP-0255,2026-05,27-05-2026,9650,2413,965,1300,10.5,633.28,14961.28,1176.14,1417.4,0,0,0,1176.14,13785.14,Bank Transfer,SAR
PAY-007095,EMP-0256,2026-05,27-05-2026,3400,850,340,0,0,0,4590,0,85,153,0,0,153,4437,Bank Transfer,SAR
PAY-007096,EMP-0257,2026-05,27-05-2026,9150,2288,915,0,0,0,12353,0,228.76,0,0,0,0,12353,WPS Transfer,SAR
PAY-007097,EMP-0258,2026-05,27-05-2026,4400,1100,440,0,10.5,288.75,6228.75,0,110,0,0,0,0,6228.75,Bank Transfer,SAR
PAY-007098,EMP-0259,2026-05,27-05-2026,3600,900,360,0,0,0,4860,438.75,528.75,0,0,0,438.75,4421.25,Bank Transfer,SAR
PAY-007099,EMP-0260,2026-05,27-05-2026,10550,2638,1055,0,0,0,14243,0,263.76,0,0,0,0,14243,Bank Transfer,SAR
PAY-007100,EMP-0261,2026-05,27-05-2026,7450,1863,745,0,16,745,10803,0,186.26,0,0,0,0,10803,Bank Transfer,SAR
PAY-007101,EMP-0262,2026-05,27-05-2026,4450,1113,445,0,0,0,6008,542.39,653.65,0,1700,0,2242.39,3765.61,Bank Transfer,SAR
PAY-007102,EMP-0263,2026-05,27-05-2026,11700,2925,1170,0,0,0,15795,1425.94,1718.44,0,0,0,1425.94,14369.06,Bank Transfer,SAR
PAY-007103,EMP-0264,2026-05,27-05-2026,4500,1125,450,2400,0,0,8475,548.44,660.94,0,0,0,548.44,7926.56,Bank Transfer,SAR
PAY-007104,EMP-0265,2026-05,27-05-2026,8850,2213,885,0,4.5,248.91,12196.91,0,221.26,0,1900,0,1900,10296.91,Bank Transfer,SAR
PAY-007105,EMP-0266,2026-05,27-05-2026,8900,2225,890,0,0,0,12015,1084.69,1307.19,0,0,0,1084.69,10930.31,Bank Transfer,SAR
PAY-007106,EMP-0267,2026-05,27-05-2026,9150,2288,915,0,0,0,12353,0,228.76,0,0,0,0,12353,Bank Transfer,SAR
PAY-007107,EMP-0268,2026-05,27-05-2026,4300,1075,430,300,0,0,6105,0,107.5,0,0,0,0,6105,Bank Transfer,SAR
PAY-007108,EMP-0269,2026-05,27-05-2026,4450,1113,445,0,0,0,6008,0,111.26,0,0,0,0,6008,Bank Transfer,SAR
PAY-007109,EMP-0270,2026-05,27-05-2026,4550,1138,455,0,0,0,6143,554.58,668.34,0,0,0,554.58,5588.42,Bank Transfer,SAR
PAY-007110,EMP-0271,2026-05,27-05-2026,26350,6588,1200,1550,0,0,35688,0,658.76,0,550,0,550,35138,Bank Transfer,SAR
PAY-007111,EMP-0272,2026-05,27-05-2026,4200,1050,420,0,7.5,196.88,5866.88,0,105,0,0,0,0,5866.88,Bank Transfer,SAR
PAY-007112,EMP-0274,2026-05,27-05-2026,10550,2638,1055,0,17.5,1153.91,15396.91,0,263.76,0,350,0,350,15046.91,Bank Transfer,SAR
PAY-007113,EMP-0275,2026-05,27-05-2026,13900,3475,1200,950,0,0,19525,1694.06,2041.56,0,0,0,1694.06,17830.94,Bank Transfer,SAR
PAY-007114,EMP-0276,2026-05,27-05-2026,13450,3363,1200,0,0,0,18013,0,336.26,0,0,540,540,17473,Bank Transfer,SAR
PAY-007115,EMP-0277,2026-05,27-05-2026,8700,2175,870,0,0,0,11745,1060.31,1277.81,0,0,0,1060.31,10684.69,Bank Transfer,SAR
PAY-007116,EMP-0278,2026-05,27-05-2026,10350,2588,1035,0,0,0,13973,1261.46,1520.22,0,0,0,1261.46,12711.54,WPS Transfer,SAR
PAY-007117,EMP-0279,2026-05,27-05-2026,10300,2575,1030,0,15.5,997.81,14902.81,1255.31,1512.81,0,0,0,1255.31,13647.5,Bank Transfer,SAR
PAY-007118,EMP-0280,2026-05,27-05-2026,4350,1088,435,700,0,0,6573,0,108.76,0,0,0,0,6573,Bank Transfer,SAR
PAY-007119,EMP-0281,2026-05,27-05-2026,4350,1088,435,0,3.5,95.16,5968.16,0,108.76,0,0,0,0,5968.16,Bank Transfer,SAR
PAY-007120,EMP-0282,2026-05,27-05-2026,8750,2188,875,0,20,1093.75,12906.75,1066.46,1285.21,0,0,0,1066.46,11840.29,Bank Transfer,SAR
PAY-007121,EMP-0283,2026-05,27-05-2026,3650,913,365,0,4.5,102.66,5030.66,0,91.26,0,0,0,0,5030.66,Bank Transfer,SAR
PAY-007122,EMP-0284,2026-05,27-05-2026,3400,850,340,0,0,0,4590,0,85,0,1450,0,1450,3140,Bank Transfer,SAR
PAY-007123,EMP-0285,2026-05,27-05-2026,8900,2225,890,0,10,556.25,12571.25,0,222.5,0,0,0,0,12571.25,Bank Transfer,SAR
PAY-007124,EMP-0286,2026-05,27-05-2026,3900,975,390,0,22,536.25,5801.25,0,97.5,0,0,80,80,5721.25,WPS Transfer,SAR
PAY-007125,EMP-0287,2026-05,27-05-2026,8850,2213,885,0,0,0,11948,0,221.26,0,0,0,0,11948,Bank Transfer,SAR
PAY-007126,EMP-0288,2026-05,27-05-2026,4350,1088,435,0,0,0,5873,530.21,638.96,0,0,0,530.21,5342.79,Bank Transfer,SAR
PAY-007127,EMP-0290,2026-05,27-05-2026,3950,988,395,0,0,0,5333,481.46,580.21,0,0,0,481.46,4851.54,Bank Transfer,SAR
PAY-007128,EMP-0292,2026-05,27-05-2026,4750,1188,475,0,0,0,6413,578.96,697.71,0,0,0,578.96,5834.04,Bank Transfer,SAR
PAY-007129,EMP-0293,2026-05,27-05-2026,8500,2125,850,0,3,159.38,11634.38,1035.94,1248.44,0,0,480,1515.94,10118.44,Bank Transfer,SAR
PAY-007130,EMP-0294,2026-05,27-05-2026,4400,1100,440,0,0,0,5940,536.25,646.25,198,0,0,734.25,5205.75,Bank Transfer,SAR
PAY-007131,EMP-0295,2026-05,27-05-2026,11000,2750,1100,1700,0,0,16550,0,275,0,0,0,0,16550,Bank Transfer,SAR
